x,y,std,con_95,con_95_plus,con_99,con_99_plus
1.580000000000000000e+03,3.031394630670547485e-01,6.454664108512546405e-02,1.030919655975129183e-02,3.134486596268060143e-01,1.361108887272187082e-02,3.167505519397766367e-01
1.600000000000000000e+03,3.002157020684960709e-01,6.228540657472096675e-02,9.948038943436151443e-03,3.101637410119322258e-01,1.313425749364839114e-02,3.133499595621444533e-01
1.620000000000000000e+03,3.029944345161512120e-01,6.144376943781727080e-02,9.813615175902163854e-03,3.128080496920533915e-01,1.295677966248020424e-02,3.159512141786314232e-01
1.640000000000000000e+03,2.902998009865934148e-01,5.733734701758318869e-02,9.157749662594789550e-03,2.994575506491882200e-01,1.209084954479939557e-02,3.023906505313928017e-01
1.660000000000000000e+03,3.056732323262598694e-01,6.420545076002566465e-02,1.025470266097350258e-02,3.159279349872333720e-01,1.353914133588069585e-02,3.192123736621405583e-01
1.680000000000000000e+03,3.038840305495572047e-01,6.425673794880842893e-02,1.026289409744904346e-02,3.141469246470062204e-01,1.354995637556081524e-02,3.174339869251180390e-01
1.700000000000000000e+03,3.076783004519227371e-01,6.711663145323551460e-02,1.071966773867092868e-02,3.183979681905936832e-01,1.415302826281735621e-02,3.218313287147400725e-01
1.720000000000000000e+03,3.107026268715982198e-01,6.547687584993361343e-02,1.045777087556229966e-02,3.211603977471605420e-01,1.380724947602268368e-02,3.245098763476209069e-01
1.740000000000000000e+03,3.058122659658456532e-01,6.379737568989987673e-02,1.018952613066400302e-02,3.160017920965096372e-01,1.345308966916578322e-02,3.192653556350114608e-01
1.760000000000000000e+03,3.080099369217823013e-01,6.505833320421097743e-02,1.039092249537002140e-02,3.184008594171523487e-01,1.371899048915391738e-02,3.217289274109362274e-01
1.780000000000000000e+03,2.985403649025148987e-01,5.514987179961616109e-02,8.808372659973287902e-03,3.073487375624882056e-01,1.162957194618106406e-02,3.101699368486959818e-01
1.800000000000000000e+03,3.115895960431594447e-01,6.699355580517611652e-02,1.070001046408262414e-02,3.222896065072420879e-01,1.412707503650469792e-02,3.257166710796641218e-01
1.820000000000000000e+03,3.130711297710220276e-01,6.704816676690474042e-02,1.070873276363706363e-02,3.237798625346590686e-01,1.413859096732645280e-02,3.272097207383484752e-01
1.840000000000000000e+03,3.140081848417009547e-01,6.834012926967185375e-02,1.091508115241362174e-02,3.249232659941145851e-01,1.441102987583907369e-02,3.284192147175400422e-01
1.860000000000000000e+03,3.155893464754154221e-01,6.805833329443460034e-02,1.087007354164366141e-02,3.264594200170590765e-01,1.435160695315172187e-02,3.299409534285671630e-01
1.880000000000000000e+03,3.100189652729344325e-01,6.308918101396333855e-02,1.007641539408561486e-02,3.200953806670200352e-01,1.330375113641938702e-02,3.233227164093538386e-01
1.900000000000000000e+03,3.132351121151601969e-01,6.790380104611971890e-02,1.084539211289824515e-02,3.240805042280584525e-01,1.431902040596421712e-02,3.275541325211244192e-01
1.920000000000000000e+03,3.049213294084970327e-01,6.036921551061451979e-02,9.641990634898144064e-03,3.145633200433951560e-01,1.273018616736091430e-02,3.176515155758579678e-01
1.940000000000000000e+03,3.200742435919773921e-01,6.795364361504312167e-02,1.085335281900837168e-02,3.309275964109857915e-01,1.432953081555108678e-02,3.344037744075284979e-01
1.960000000000000000e+03,3.195545509844631149e-01,7.042190433981103392e-02,1.124757604340184680e-02,3.308021270278649340e-01,1.485001825720677453e-02,3.344045692416698912e-01
1.980000000000000000e+03,3.196899391613997610e-01,6.971959998948820680e-02,1.113540609202206925e-02,3.308253452534218320e-01,1.470192183007687330e-02,3.343918609914766082e-01
2.000000000000000000e+03,3.205117263964244456e-01,6.972120443494574105e-02,1.113566234925424982e-02,3.316473887456786729e-01,1.470226016293737017e-02,3.352139865593617984e-01
2.020000000000000000e+03,3.156395950294160202e-01,6.557456624595044137e-02,1.047337369358050316e-02,3.261129687229964991e-01,1.382784965970138003e-02,3.294674446891173725e-01
2.040000000000000000e+03,3.213666733596232117e-01,6.813612304656380125e-02,1.088249788831069723e-02,3.322491712479339054e-01,1.436801064530080288e-02,3.357346840049240111e-01
2.060000000000000000e+03,3.126750130738530919e-01,6.567021697233230149e-02,1.048865074166195448e-02,3.231636638155150343e-01,1.384801973386227958e-02,3.265230328077153854e-01
2.080000000000000000e+03,3.247237479338398458e-01,7.134790937238287556e-02,1.139547479902434414e-02,3.361192227328642090e-01,1.504528692778408019e-02,3.397690348616239087e-01
2.100000000000000000e+03,3.265177221460776047e-01,7.085103603592132759e-02,1.131611567506735604e-02,3.378338378211449555e-01,1.494051017987949384e-02,3.414582323259571228e-01
2.120000000000000000e+03,3.240151589179968150e-01,7.100188738359063112e-02,1.134020920136526688e-02,3.353553681193620628e-01,1.497232052764009905e-02,3.389874794456368967e-01
2.140000000000000000e+03,3.232751155828500478e-01,7.188772442565008469e-02,1.148169244562046755e-02,3.347568080284705205e-01,1.515911888776419816e-02,3.384342344706142702e-01
2.160000000000000000e+03,3.182667344808578491e-01,6.740820810586746481e-02,1.076623748999621863e-02,3.290329719708540712e-01,1.421451365795898918e-02,3.324812481388168539e-01
2.180000000000000000e+03,3.273836542646606507e-01,7.089997028663795609e-02,1.132393130730880403e-02,3.387075855719694495e-01,1.495082905045473989e-02,3.423344833151154010e-01
2.200000000000000000e+03,3.205507984022041290e-01,6.578843242619721032e-02,1.050753176056247809e-02,3.310583301627665898e-01,1.387294808058387591e-02,3.344237464827879980e-01
